Title,rating,reviewCount,website,phoneNumber,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude
Pat'S Tats Bluff,4.8,45,https://www.facebook.com/PatsTatsBluff/,+27 79 582 8363,255 Lighthouse Rd - Fynnlands - Bluff - 4052 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,Closed,-29.904937500000003,31.024687500000013
Angel Art Tattoo And Piercing Studio,5.0,31,,+27 72 974 8196,51 Khotho Mkhunya Rd - Bella Rock - Amanzimtoti - 4126 - South Africa,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,12 - 5p.m.,-30.047562499999998,30.880312499999988
Evolution Inks Tattoo Shop,5.0,13,https://evolutioninks92.wixsite.com/tattoos,+27 64 657 7570,Unit 13 - 28 Mackeurtan Ave - Swapo Rd - Durban North - Durban - 4001 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 2p.m.,-29.776937499999995,31.04606249999999
Mike Artura - Artura Tattoo Studio,4.3,11,,+27 82 776 8000,B12 Block Hillcrest Park - 45 Ridge Rd - Hillcrest - 3650 - South Africa,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,Closed,-29.777562499999995,30.77843750000001
Simba Tattoos,4.6,33,https://simba-tattoos.business.site/,+27 61 457 6351,41 Heathrow Ave - Riet River - Verulam - 4339 - South Africa,9:30a.m. - 5p.m.,9a.m. - 5p.m.,9:30a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,-29.666812500000006,31.033812499999996
Step Up (Tattoos// Piercings// Permanent Make Up),4.6,18,https://stepuptattoos.business.site/?utm_source=gmb&utm_medium=referral,+27 72 117 7553,shop 35 (ground level - Kloof Village Mall - 33 Village Rd - Kloof - Durban - 3610 - South Africa,Closed,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 2p.m.,Closed,-29.792937499999994,30.833062499999997
Alpha Assassin Tattoo,4.8,51,alphaassassintattoo.co.za,+27 71 538 9633,12 Cadmoor Rd - Assagay - Outer West Durban - 3624 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,-29.766937499999997,30.742312499999983
Arbitrary Tattoo Studio,4.7,9,,+27 72 702 5888,101 Roberts Rd - Clarendon - Pietermaritzburg - 3201 - South Africa,9a.m. - 4p.m.,Closed,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 12:30p.m.,9a.m. - 2p.m.,Closed,-29.600187500000004,30.3594375
South Side Ink,4.7,13,chrome-error://chromewebdata/,+27 84 346 2616,Shop B05 - Granada Square - 16 Chartwell Dr - Umhlanga - Durban - 4319 - South Africa,Closed,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,12 - 5p.m.,-29.727687500000002,31.084812500000012
Killer Innk Tattoo,4.4,7,,+27 73 833 2016,110 Balhambra Way - Newholme - Pietermaritzburg - 3201 - South Africa,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 5p.m.,Closed,-29.56268750000001,30.403562500000007
Muggin Needle Tattoo Studio,4.9,32,,+27 76 332 1534,130 Nirvana Rd - Bluff - Durban - 4052 - South Africa,,,,,,,,-29.931187500000007,31.0095625
Inkspressions Tattoo & Piercing,4.1,13,,+27 83 540 5926,31 Woodhouse Rd - Scottsville - Pietermaritzburg - 3201 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 4p.m.,10a.m. - 2p.m.,-29.611687500000002,30.392562499999983
Archangel Ink Sa,5.0,24,https://www.instagram.com/archangel.ink/,+27 66 547 2493,378 Tara Rd - Bluff - Durban - 4052 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 5p.m.,11a.m. - 4p.m.,-29.928562499999998,31.000312499999993
Wespe Custom Arts,5.0,5,,+27 65 588 8673,289 Andrew Zondo Rd - Amanzimtoti - 4126 - South Africa,8a.m. - 8p.m.,8a.m. - 10:30p.m.,8a.m. - 11p.m.,8a.m. - 10:30p.m.,8a.m. - 10:30p.m.,8a.m. - 10:30p.m.,4 - 9p.m.,-30.065187500000008,30.87656249999999
Nightmare Ink,5.0,11,,+27 31 404 3636,33 Damorosa Cres - Moorton - Chatsworth - 4092 - South Africa,,,,,,,,-29.9046875,30.870312499999997
Tattoos By Naid,4.9,12,https://tattoos-by-naid.business.site/,+27 71 296 8448,5 Morus Pl - Bonela - Durban - 4001 - South Africa,Closed,10a.m. - 8p.m.,10a.m. - 8p.m.,10a.m. - 8p.m.,10a.m. - 8p.m.,9a.m. - 4p.m.,11a.m. - 4p.m.,-29.842437500000003,30.965812499999984
New Skin Tattoos,4.7,14,,+27 60 882 2619,city center - 303 West St - Durban Central - Durban - 4001 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 2p.m.,Closed,-29.8590625,31.02443750000002
Just Ink Tattoo Studio,5.0,17,https://tatjustin69.wixsite.com/justink,+27 78 736 8510,114 Wood Rd - Montclair - Durban - 4061 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,Closed,-29.921687500000004,30.970937500000005
Salvage Tattoo,5.0,9,salvagetattoo.co.za,+27 82 307 4100,Shop 52 - 53 Adelaide Tambo Kensington Square - Adelaide Tambo Dr - Durban North - 4051 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,Closed,-29.785687499999995,31.039062499999986
Tattoos By Kimeshan,4.8,10,https://tattoos-by-kimeshan.business.site/?utm_source=gmb&utm_medium=referral,+27 72 454 8103,80 Grove End Dr - Phoenix - Durban - 4068 - South Africa,Closed,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,-29.6985625,31.023437500000014
Black Market Tattoo,5.0,5,https://www.instagram.com/black_market.tattoo/,+27 66 093 4552,37 Edward Dr - Hillcrest - Gillitts - 3625 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,10a.m. - 5p.m.,Closed,-29.7908125,30.796312499999985
Spray Paint Rebel Tattoo,5.0,10,,+27 74 623 4636,Bester - 20 Ntuzuma Access Road - KwaMashu - 4309 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,10a.m. - 2p.m.,-29.723062500000005,30.983812499999985
Blackman Ink Tattoos Durban | Tattoo Palour | Tattoo Specialist In Durban | Profesional Tattoo Artists | Tattoo Removal | Tattoo Coverups,4.9,7,http://www.blackmaninktattoos.co.za/cgi-sys/suspendedpage.cgi,+27 71 779 9833,357 Anton Lembede ST - Smith Street - CBD - Durban - 4001 - South Africa,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,-29.857187500000002,31.03806249999998
Liberty Tattoos,4.0,5,https://www.instagram.com/nixdigsink/,+27 73 695 5128,275 Florida Rd - Windermere - Durban - 4001 - South Africa,10a.m. - 2:30p.m.,9:30a.m. - 4p.m.,9:30a.m. - 4p.m.,9:30a.m. - 4p.m.,9:30a.m. - 4p.m.,9a.m. - 3p.m.,Closed,-29.830312500000005,31.01293749999998
Tropical Ink Tattoo & Piercing,4.9,7,tropicalink.co.za,+27 31 561 2555,11 McCausland Cres - Umhlanga - 4320 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-29.7269375,31.087437500000007
Ink Slave,5.0,105,https://www.tesselations.site123.me/,+27 84 551 6742,Pioneer Place - West St - Durban Central - Durban - 4000 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-29.8581875,31.022312500000012
Kaykeo Tattoo Academy,3.4,16,kaykeotattooacademy.co.za,+27 84 995 2989,2 Allagappa Rd - Motala Heights - Pinetown - 3600 - South Africa,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 6p.m.,8a.m. - 10p.m.,8a.m. - 10p.m.,-29.809937500000004,30.830437500000002
Alien Ink,5.0,5,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2FAlien-Ink-Tattoo-Piercing-Studio-Tattooed-Goddess-751858691574308%2F%3Ftsid%3D0.6707664149184698%26source%3Dresult&refsrc=deprecated&_rdr,+27 82 857 3503,Shop No.2 - Limnos square - 1309 Sarnia Rd - Hillary - Durban - 4006 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,Closed,-29.8903125,30.943062499999982
Painful Pleasures Tattoo Lounge,4.0,2,,+27 74 762 7683,1 - 17 Caversham Rd - Pinelands - Pinetown - 3610 - South Africa,,,,,,,,-29.824562500000006,30.8569375
Inkspiration Tattoo Studio,4.4,8,,+27 73 635 6245,13 Equinox Rd - Umhlanga Ridge - Umhlanga - 4319 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,-29.7220625,31.065062499999996
Durban Pro Inkers Tattoo And Piercing Studio Durban Central,4.8,5,,+27 71 573 7662,68 Ismail C Meer St - Durban Central - Durban - 4000 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,Closed,-29.8509375,31.01531249999998
Rasta Tattoo Art Studio,5.0,6,,+27 83 414 3047,Charles Way - Kloof - 3610 - South Africa,,,,,,,,-29.7933125,30.824687500000024
Blackfoot Tattoos Emporium,4.8,5,,+27 62 052 1954,P53 Bhejane Rd - KwaMashu - Durban - 4309 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,Open 24 hours,Open 24 hours,9a.m. - 5p.m.,-29.7454375,30.975312499999987
Cocktail Ink Tattoos,5.0,6,https://cocktail-ink-tattoos.business.site/?utm_source=gmb&utm_medium=referral,+27 78 559 0557,79 Mhlongo Rd - Lamontville - Durban - 4001 - South Africa,8:30a.m. - 6p.m.,8:30a.m. - 6p.m.,8:30a.m. - 6p.m.,8:30a.m. - 7:30p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,-29.93981250000001,30.94068750000001
Phenomenal Fine Lines,5.0,4,https://tattoosbylouqi.wixsite.com/mysite,+27 76 184 8433,13 Garlicke Dr - Dolphin Coast - South Africa,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 5p.m.,Closed,-29.527937499999993,31.199687500000024
Mystic Ink Tattoos,5.0,3,,+27 73 673 5189,59 Rockbury Pl - Eastbury - Phoenix - 4068 - South Africa,8a.m. - 10p.m.,8a.m. - 10p.m.,8a.m. - 10p.m.,8a.m. - 10p.m.,8a.m. - 10p.m.,8a.m. - 10p.m.,8a.m. - 8p.m.,-29.705437500000002,31.025687500000018
Throttle Brothers Tattoos,4.3,16,,+27 61 126 2879,330 Quality St - Jacobs - Bluff - 4026 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,10a.m. - 3p.m.,-29.938062500000008,30.989812499999985
Mondli'S Tattoos,5.0,4,,+27 65 941 0961,Shop 3 Union Ln - Pinetown - Durban - 3610 - South Africa,,,,,,,,-29.812312500000004,30.855937499999996
Tattoo'S By Raaz,3.7,3,,+27 67 218 7306,211 Pine St - Durban Central - Durban - 4001 - South Africa,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,1 - 6:30p.m.,-29.857687500000004,31.023437500000014
Skincity Route031,5.0,4,,+27 81 435 5412,32 Mthini Rd - Ezilwaneni - KwaMashu - 4360 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 12p.m.,-29.742062500000003,30.974187499999985
Skin Art Tattoos,5.0,4,,+27 71 003 0957,121 Victoria Embankment - Durban Central - Durban - 4001 - South Africa,9a.m. - 5p.m.,9:30a.m. - 5p.m.,9a.m. - 5p.m.,9:30a.m. - 5p.m.,9a.m. - 5p.m.,10a.m. - 3:30p.m.,10a.m. - 4p.m.,-29.8611875,31.02206250000002
Zer031 Tattoo Studio (Aka) Durban Ink Tattoo Studio,5.0,2,,+27 62 157 6365,60 Persadh Rd - Clairwood - Durban - 4052 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 4p.m.,9a.m. - 3p.m.,Closed,-29.915937500000005,30.9844375
Skin Stylin Tattoo'S,4.5,2,,+27 74 194 0192,Shop 5 Morling St - Howick - Pietermaritzburg - 3290 - South Africa,,,,,,,,-29.486312499999997,30.234562499999996
Insertion Of Ink Sa,5.0,11,https://insertinksa.com/,+27 78 213 2450,31 Teignmouth Rd - Umbilo - Durban - 4094 - South Africa,,,,,,,,-29.884437499999997,30.982312499999992
@Calligraphy.Inktattoosdurban,5.0,3,,+27 78 861 4248,303 West St - Town - Durban - 4001 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 4p.m.,10a.m. - 1p.m.,-29.8590625,31.02443750000002
Sacred Empire Tattoos & Piercings,4.4,5,,+27 83 303 6638,Waterfall - Durban - 3652 - South Africa,10a.m. - 6p.m.,Closed,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 5p.m.,10a.m. - 3p.m.,10a.m. - 1p.m.,-29.749562500000003,30.81531249999999
Reunion Tattoo Masters,3.0,2,,+27 78 394 0818,Umlazi Mega City - Shop S182 50 Griffith Mxenge Highway Umlazi 4066 Reunion - Durban - 4089 - South Africa,Closed,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,8a.m. - 9p.m.,8a.m. - 9p.m.,Open 24 hours,-29.954812500000003,30.938562500000003
B&K Tattoos Tattooshop,5.0,3,,+27 82 259 6883,33 Hope St - Kokstad - 4700 - South Africa,10:18a.m. - 6p.m.,10:18a.m. - 6p.m.,10:18a.m. - 6p.m.,10:18a.m. - 6p.m.,10:18a.m. - 6p.m.,10:18a.m. - 6p.m.,10:18a.m. - 6p.m.,-30.554187500000005,29.426062500000015
Tattoos King Magic,5.0,4,https://www.facebook.com/,+27 81 309 3637,8 Bell St - HighSpray - Durban - 4001 - South Africa,,,,,,,,-29.866187500000002,31.043562499999993
Kevin'S Kustom Tattoos,4.0,4,,+27 83 259 7716,Linkhills Shopping Center Waterfall - 3652 - Inanda Rd - Waterfall - Durban - 3652 - South Africa,8a.m. - 3p.m.,8a.m. - 3p.m.,8a.m. - 3p.m.,8a.m. - 3p.m.,8a.m. - 3p.m.,8a.m. - 3p.m.,Closed,-29.750812500000002,30.814812500000002
Lotus Tattoo,5.0,2,,+27 71 423 3397,124 Helen Joseph Rd - Glenwood - Durban - 4001 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 10p.m.,11a.m. - 6p.m.,12 - 6p.m.,-29.860187500000002,30.9988125
House Of Ink Pty Ltd,5.0,2,houseofink.co.za,+27 74 726 9833,77 Nizam Rd - Merebank East - Durban - 4052 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 3p.m.,Closed,-29.962562500000004,30.97681249999998
The Dagga Joint & Tattoos,5.0,2,,+27 71 246 8543,Park Avenue Desainagar LA mercy - Tongaat - 4399 - South Africa,Closed,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,-29.613062500000005,31.15181249999999
Venom Inked Tattoos,5.0,10,,+27 81 563 8434,30 Saxon St - Tongaat - 4399 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-29.575562500000004,31.086687499999996
Throttle Brothers Tattoos,3.0,2,,+27 73 278 6492,574 Tara Rd - Wentworth - Bluff - 4052 - South Africa,,,,,,,,-29.938687500000007,30.989937499999982
Puddy Inkers,5.0,2,https://puddy-inkers.business.site/?utm_source=gmb&utm_medium=referral,+27 68 022 2941,Unnamed Road - Umgababa - Durban - 4126 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 7p.m.,9a.m. - 4p.m.,-30.6340625,30.36543749999997
Ink...Ish Tattoo Studio,4.0,4,,+27 62 195 1035,20 Otto St - CBD - Pietermaritzburg - 3200 - South Africa,9a.m. - 3p.m.,8a.m. - 3:30p.m.,8a.m. - 3:30p.m.,8a.m. - 3:30p.m.,8a.m. - 3:30p.m.,9a.m. - 3p.m.,9a.m. - 3p.m.,-29.600187500000004,30.379687500000003
Blood Ink Mobile Tattoos,3.0,2,,+27 76 248 8636,197 Ares Rd - Oribi Village - Pietermaritzburg - 3201 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-29.641312499999998,30.397687500000004
Zakiyya - Henna Art Durban,4.3,12,hennaart.co.za,+27 83 786 0978,94 Bardia Ave - Reservoir Hills - Durban - 4091 - South Africa,12 - 2p.m.,12 - 2p.m.,12 - 2p.m.,12 - 2p.m.,Closed,Closed,Closed,-29.809187500000007,30.9399375
Disturbed Ink,5.0,1,,+27 76 480 7432,8 - 95 Goodwood Rd - Mahogany Ridge - Pinetown - 3608 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,-29.8220625,30.813187500000012
House Of Ink Pty Ltd,5.0,2,houseofink.co.za,+27 74 726 9833,77 Nizam Rd - Merewent - Bluff - 4052 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-29.962562500000004,30.97681249999998
Down 2 Earth Inkers,4.0,1,,+27 79 282 0260,537 Smith St - Durban Central - Durban - 4001 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,-29.8611875,31.014187499999977
I Art Ink Tattoo Studio,,,,+27 73 695 5128,Bulwer - Berea - 4083 - South Africa,Closed,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 3p.m.,9a.m. - 2p.m.,-29.863312500000006,30.99643749999997
Maverick Ink Sa,5.0,4,,+27 76 412 5457,57 New England Rd - Scottsville - Pietermaritzburg - 3201 - South Africa,Closed,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,-29.613750000000003,30.401250000000005
Nemesis Tattoo,5.0,4,,+27 79 778 8199,172 Croftdene Dr - Croftdene - Chatsworth - 4092 - South Africa,,,,,,,,-29.922937500000003,30.89218749999999
Dogma Ink,1.0,1,,+27 72 357 1826,312 Florence Nightingale Dr - Westcliff - Chatsworth - 4093 - South Africa,,,,,,,,-29.908062500000007,30.887312499999993
Santana Ink Tattoo And Piercings Artist Durban Contact,5.0,1,,+27 71 765 6813,8th floor PIONEER BUILDING Durban - Durban - 4091 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,-29.8575625,31.023437500000014
Misfit Ink Tattoo Studio,5.0,1,,+27 66 232 3409,Shop C20 - Wilsons Wharf - 14 Boatmans Rd - Albert Park - Durban - 4000 - South Africa,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 6p.m.,-29.8663125,31.0156875
Iqhawe Tattoos,5.0,1,,+27 76 305 1949,197 Brand Rd - Glenwood - Durban - 4001 - South Africa,Closed,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,-29.863312500000006,30.99681249999996
Yolo Creationz Tattoos,5.0,1,,+27 74 247 9803,building - 5 Zenith - 20 Solstice Rd - Umhlanga Ridge - Durban - 4319 - South Africa,10a.m. - 6:30p.m.,10a.m. - 6:30p.m.,10a.m. - 6:30p.m.,10a.m. - 6:30p.m.,10a.m. - 6:30p.m.,10a.m. - 7p.m.,10a.m. - 6p.m.,-29.7216875,31.06293749999999
Final Dot Tattoos,5.0,1,https://final-dot-tattoos.business.site/?utm_source=gmb&utm_medium=referral,+27 65 967 0948,2333 Phakathwayo Place Molweni Hillcrest 3650 watercrest - 5284 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-29.738687500000005,30.866812499999966
Ethereal Vision Tattoo Studio,5.0,2,https://www.facebook.com/EtherealVisionsTattooedGoddess,+27 82 857 3503,41 Old Main Rd - Hillcrest - 3610 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,Closed,-29.784437499999996,30.766312499999984
One Stop Tattoo Store,,,,,Toti Mall - 16 Beach Rd - Amanzimtoti - Durban - 4126 - South Africa,,,,,,,,-30.055437500000004,30.88418749999998
New Skool Tattoo,,,,+27 60 352 2092,1 Strelitzia Rd - Amanzimtoti - Durban - 4126 - South Africa,,,,,,,,-30.0855625,30.865312499999973
Big Slick Tattoo Supply,3.0,1,,+27 84 725 7977,Summerhill Ave - Summerveld - Hillcrest - 3700 - South Africa,,,,,,,,,
Electric Lounge Tattoo Parlour,4.8,83,,+27 66 542 3602,Lot 972 Marine Dr - Shelly Beach - Margate - 4265 - South Africa,Closed,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,Closed,-30.816437500000006,30.404812500000006
Krsna Tattoos & Piercings,5.0,1,,,391 Palmview drive - Phoenix - Phoenix - Durban - 4068 - South Africa,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,-29.676437500000006,31.025562499999992
Trinity Tattoos,,,,+27 71 296 8448,297 Florida Rd - Windermere - Durban - 4001 - South Africa,,,,,,,,-29.8299375,31.011937500000002
New Generation Tattoo,,,,+27 31 404 9476,26 Moorton Dr - Chatsworth - Durban - 4092 - South Africa,,,,,,,,-29.912562500000007,30.868062499999994
Skin Dreams Tattoos,,,,+27 62 064 7066,109 Colorado Circle - Bayview - Chatsworth - Durban - 4092 - South Africa,,,,,,,,-29.9206875,30.91068750000001
Tattoo Equip Sa,5.0,1,tattooequip.co.za,+27 84 995 2989,2 Allagappa Road Unit 2 Pinetown - Motala Heights - Durban - 3610 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-29.809937500000004,30.830437500000002
I Art Ink Tattoo Studio,,,,+27 31 584 6924,18 Zenith Dr - Umhlanga Ridge - Umhlanga - 4319 - South Africa,,,,,,,,-29.721249999999998,31.06375
Dermagraphics Tattoo & Piercing Studio,,,,+27 82 826 1840,16 Leathern St - Pietermaritzburg - 3201 - South Africa,,,,,,,,-29.598437500000003,30.37656249999999
Proink Tattoos,,,,+27 66 286 3280,4 4th Way - Rockford - Phoenix - 4068 - South Africa,Closed,Closed,Closed,Closed,Closed,11a.m. - 4p.m.,11a.m. - 4p.m.,-29.714687500000004,31.03531249999999
Surreal Tattoo Studio,,,,,66 Assegai Cres - Jacobs - Bluff - 4026 - South Africa,,,,,,,,-29.934687500000003,30.98356249999999
Skin Graaf Ink Tattoo And Piercings,,,,+27 83 376 0338,shop no 7 - 531 Sarnia Rd - Sea View - Durban - 4094 - South Africa,Closed,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,-29.901812500000005,30.963312499999986
2Wice Ink Tattoos,,,,,Smith St - Durban Central - Durban - 4001 - South Africa,,,,,,,,-29.8593125,31.0253125
Blackman Ink,5.0,1,,,357 Smith St - Durban Central - Durban - 4001 - South Africa,,,,,,,,-29.860062499999998,31.021812499999996
Dit'Studio'S,,,,+27 84 517 8475,Pine Rd - Clairwood - Durban - 4052 - South Africa,,,,,,,,-29.914937500000008,30.982312499999992
Village Ink Tattoos,5.0,3,,+27 87 150 2470,16 Chartwell Dr - Umhlanga - 4320 - South Africa,,,,,,,,-29.727687500000002,31.084687500000015
Forbidden Ink,,,,,9 Old Main Rd - Hillcrest - Durban - 3610 - South Africa,,,,,,,,-29.7888125,30.772937499999998
Exotic Arts Tattoo Studio,,,,+27 76 692 4556,59 Donkin Road Parlock Newlands West - Durban - 4037 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,-29.7986875,30.982187499999995
Tattooing,,,,+27 31 312 5975,453 Windermere Gve - Morningside - Durban - 4001 - South Africa,,,,,,,,-29.822812500000005,31.022312500000012
